Taxon,Category,Associated crop type general,Associated crop type specific,Genus,Associated crop,SRSex,GRSex,ERSex,FCSex,FCSex priority category,SRSin,GRSin,ERSin,FCSin,FCSin priority category,FCSex value,FCSin value,FCSc_min,FCSc_max,FCSc mean,FCSc_min priority category,FCSc_max priority category,FCSc mean priority category,EOO status,AOO status,Combined threat assessment status,file_path
Helianthus resinosus,1A,Food,Oils,Helianthus,Sunflower,4.993065187,44.05907304,100.0,49.68404607,HP,1.986754967,1.900619078,71.42857143,25.10531516,HP,49.68404607,25.10531516,25.10531516,49.68404607,37.39468062,HP,HP,HP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Helianthus/Helianthus resinosus_Run20200203_2020-08-17.html
Helianthus salicifolius,1B,Food,Oils,Helianthus,Sunflower,30.40540541,52.1312268,66.66666667,49.73443296,HP,0.0,1.98237091,83.33333333,28.43856808,HP,49.73443296,28.43856808,28.43856808,49.73443296,39.08650052,HP,HP,HP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Helianthus/Helianthus salicifolius_Run20200203_2020-08-17.html
Helianthus schweinitzii,1B,Food,Oils,Helianthus,Sunflower,32.72727273,2.725346048,33.33333333,22.9286507,UP,0.0,1.294923217,100.0,33.76497441,HP,22.9286507,33.76497441,22.9286507,33.76497441,28.34681255,UP,HP,HP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Helianthus/Helianthus schweinitzii_Run20200203_2020-08-17.html
Helianthus silphioides,1B,Food,Oils,Helianthus,Sunflower,3.990024938,26.30687198,62.5,30.93229897,HP,10.97560976,8.005599208,100.0,39.66040299,HP,30.93229897,39.66040299,30.93229897,39.66040299,35.29635098,HP,HP,HP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Helianthus/Helianthus silphioides_Run20200203_2020-08-17.html
Helianthus simulans,1B,Food,Oils,Helianthus,Sunflower,3.155339806,18.64182646,80.0,33.93238876,HP,3.773584906,5.195714065,100.0,36.32309966,HP,33.93238876,36.32309966,33.93238876,36.32309966,35.12774421,HP,HP,HP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Helianthus/Helianthus simulans_Run20200203_2020-08-17.html
Helianthus smithii,1B,Food,Oils,Helianthus,Sunflower,14.86486486,51.14472677,100.0,55.33653054,MP,0.0,5.165675897,100.0,35.0552253,HP,55.33653054,35.0552253,35.0552253,55.33653054,45.19587792,HP,MP,HP,Vulnerable (VU),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Helianthus/Helianthus smithii_Run20200203_2020-08-17.html
Helianthus strumosus,1B,Food,Oils,Helianthus,Sunflower,1.48849797,8.478294861,46.42857143,18.79845475,UP,4.035874439,3.126208833,96.42857143,34.53021823,HP,18.79845475,34.53021823,18.79845475,34.53021823,26.66433649,UP,HP,HP,Least Concern (LC),Possible Near Threatened (NT),Possible Near Threatened (NT),./compiledSummaryDocs/Helianthus/Helianthus strumosus_Run20200203_2020-08-17.html
Helianthus tuberosus,1A,Food,Oils,Helianthus,Sunflower,6.510814944,12.52117858,59.375,26.13566451,HP,3.528114664,3.430186276,87.5,31.48610031,HP,26.13566451,31.48610031,26.13566451,31.48610031,28.81088241,HP,HP,HP,Least Concern (LC),Possible Near Threatened (NT),Possible Near Threatened (NT),./compiledSummaryDocs/Helianthus/Helianthus tuberosus_Run20200203_2020-08-17.html
Helianthus verticillatus,1B,Food,Oils,Helianthus,Sunflower,16.32653061,15.19366943,100.0,43.84006668,HP,0.0,1.483874898,50.0,17.16129163,UP,43.84006668,17.16129163,17.16129163,43.84006668,30.50067916,UP,HP,HP,Endangered (EN),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Helianthus/Helianthus verticillatus_Run20200203_2020-08-17.html
Helianthus winteri,1A,Food,Oils,Helianthus,Sunflower,50.0,97.03266335,100.0,82.34422112,LP,0.0,1.467808994,100.0,33.822603,HP,82.34422112,33.822603,33.822603,82.34422112,58.08341206,HP,LP,MP,Critically Endangered (CR),Endangered (EN),Critically Endangered (CR),./compiledSummaryDocs/Helianthus/Helianthus winteri_Run20200203_2020-08-17.html
Helianthus x intermedius,1B,Food,Oils,Helianthus,Sunflower,0.0,0.0,0.0,0.0,UP,0.0,,,0.0,UP,0.0,0.0,0.0,0.0,0.0,UP,UP,UP,Critically Endangered (CR),Critically Endangered (CR),Critically Endangered (CR),
Helianthus x laetiflorus,1B,Food,Oils,Helianthus,Sunflower,28.37837838,18.01081722,62.5,36.29639853,HP,0.0,3.444321936,100.0,34.48144065,HP,36.29639853,34.48144065,34.48144065,36.29639853,35.38891959,HP,HP,HP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Helianthus/Helianthus x laetiflorus_Run20200203_2020-08-17.html
Hordeum arizonicum,1B,Food,Cereals and pseudocereals,Hordeum,Barley,16.66666667,22.04976733,57.14285714,31.95309705,HP,3.174603175,8.87624159,100.0,37.35028159,HP,31.95309705,37.35028159,31.95309705,37.35028159,34.65168932,HP,HP,HP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Hordeum/Hordeum arizonicum_Run20200203_2020-08-17.html
Hordeum brachyantherum,1B,Food,Cereals and pseudocereals,Hordeum,Barley,1.734104046,5.446708305,46.875,18.01860412,UP,15.18248175,15.32520305,96.875,42.46089493,HP,18.01860412,42.46089493,18.01860412,42.46089493,30.23974953,UP,HP,HP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Hordeum/Hordeum brachyantherum_Run20200203_2020-08-18.html
Hordeum brachyantherum subsp. brachyantherum,1B,Food,Cereals and pseudocereals,Hordeum,Barley,8.812260536,4.879722315,40.0,17.89732762,UP,15.90909091,15.45570314,100.0,43.78826468,HP,17.89732762,43.78826468,17.89732762,43.78826468,30.84279615,UP,HP,HP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Hordeum/Hordeum brachyantherum subsp. brachyantherum_Run20200203_2020-08-17.html
Hordeum brachyantherum subsp. californicum,1B,Food,Cereals and pseudocereals,Hordeum,Barley,4.18079096,15.61588792,55.55555556,25.11741148,HP,17.026378899999994,18.61796303,88.88888889,41.51107694,HP,25.11741148,41.51107694,25.11741148,41.51107694,33.31424421,HP,HP,HP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Hordeum/Hordeum brachyantherum subsp. californicum_Run20200203_2020-08-17.html
Hordeum depressum,1B,Food,Cereals and pseudocereals,Hordeum,Barley,6.4,32.35352676,40.0,26.25117559,HP,10.956175300000002,8.190435694,90.0,36.38220366,HP,26.25117559,36.38220366,26.25117559,36.38220366,31.31668963,HP,HP,HP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Hordeum/Hordeum depressum_Run20200203_2020-08-17.html
Hordeum intercedens,1B,Food,Cereals and pseudocereals,Hordeum,Barley,11.2716763,57.43398682,100.0,56.23522104,MP,20.23121387,8.691752811,100.0,42.97432223,HP,56.23522104,42.97432223,42.97432223,56.23522104,49.60477163,HP,MP,HP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Hordeum/Hordeum intercedens_Run20200203_2020-08-17.html
Hordeum jubatum,1B,Food,Cereals and pseudocereals,Hordeum,Barley,2.144188937,5.866241026,38.88888889,15.63310628,UP,7.672393503999999,11.08892775,96.2962963,38.35253918,HP,15.63310628,38.35253918,15.63310628,38.35253918,26.99282273,UP,HP,HP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Hordeum/Hordeum jubatum_Run20200203_2020-08-18.html
Hordeum jubatum subsp. intermedium,1B,Food,Cereals and pseudocereals,Hordeum,Barley,0.407331976,0.0,0.0,0.135777325,UP,7.954545455,3.70281885,100.0,37.21912143,HP,0.135777325,37.21912143,0.135777325,37.21912143,18.67744938,UP,HP,UP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Hordeum/Hordeum jubatum subsp. intermedium_Run20200203_2020-08-17.html
Hordeum jubatum subsp. jubatum,1B,Food,Cereals and pseudocereals,Hordeum,Barley,0.515463918,0.026422711,2.380952381,0.97427967,UP,9.574468085,7.446274947999999,95.23809524,37.41961276,HP,0.97427967,37.41961276,0.97427967,37.41961276,19.19694621,UP,HP,UP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Hordeum/Hordeum jubatum subsp. jubatum_Run20200203_2020-08-17.html
Hordeum pusillum,1B,Food,Cereals and pseudocereals,Hordeum,Barley,1.173269852,3.394962294,41.86046512,15.47623242,UP,5.559189012,4.366420922,93.02325581,34.31628858,HP,15.47623242,34.31628858,15.47623242,34.31628858,24.8962605,UP,HP,UP,Least Concern (LC),Possible Near Threatened (NT),Possible Near Threatened (NT),./compiledSummaryDocs/Hordeum/Hordeum pusillum_Run20200203_2020-08-17.html
Humulus lupulus,1A,Food,Spices,Humulus,Hop,1.72430879,0.378262141,2.380952381,1.494507771,UP,6.25,6.611069173,92.85714286,35.23940401,HP,1.494507771,35.23940401,1.494507771,35.23940401,18.36695589,UP,HP,UP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Humulus/Humulus lupulus_Run20200203_2020-08-18.html
Humulus lupulus var. lupuloides,1A,Food,Spices,Humulus,Hop,40.84821429,7.193477959,37.5,28.51389741,HP,2.083333333,3.770204953,100.0,35.28451276,HP,28.51389741,35.28451276,28.51389741,35.28451276,31.89920509,HP,HP,HP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Humulus/Humulus lupulus var. lupuloides_Run20200203_2020-08-17.html
Humulus lupulus var. neomexicanus,1A,Food,Spices,Humulus,Hop,15.98440546,35.09599707,64.28571429,38.45537227,HP,14.28571429,7.767030799,100.0,40.68424836,HP,38.45537227,40.68424836,38.45537227,40.68424836,39.56981032,HP,HP,HP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Humulus/Humulus lupulus var. neomexicanus_Run20200203_2020-08-17.html
Humulus lupulus var. pubescens,1A,Food,Spices,Humulus,Hop,8.928571429,6.028875384,27.27272727,14.0767247,UP,3.703703704,2.915354759,81.81818182,29.47908009,HP,14.0767247,29.47908009,14.0767247,29.47908009,21.77790239,UP,HP,UP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Humulus/Humulus lupulus var. pubescens_Run20200203_2020-08-17.html
Illicium floridanum,1C,Food,Spices,Illicium,Star-anise,2.8591352860000003,8.14515525,40.0,17.00143018,UP,5.288461538,2.670819327,80.0,29.31976029,HP,17.00143018,29.31976029,17.00143018,29.31976029,23.16059523,UP,HP,UP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Illicium/Illicium floridanum_Run20200203_2020-08-17.html
Ipomoea alba,1C,Food,Roots and tubers,Ipomoea,Sweetpotato,1.893597836,0.0,0.0,0.631199279,UP,0.0,12.71789599,100.0,37.572632,HP,0.631199279,37.572632,0.631199279,37.572632,19.10191564,UP,HP,UP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Ipomoea/Ipomoea alba_Run20200203_2020-08-17.html
Ipomoea barbatisepala,1C,Food,Roots and tubers,Ipomoea,Sweetpotato,0.364963504,0.0,0.0,0.121654501,UP,22.34636872,13.65208967,83.33333333,39.77726391,HP,0.121654501,39.77726391,0.121654501,39.77726391,19.9494592,UP,HP,UP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Ipomoea/Ipomoea barbatisepala_Run20200203_2020-08-17.html
Ipomoea capillacea,1C,Food,Roots and tubers,Ipomoea,Sweetpotato,0.776397516,0.0,0.0,0.258799172,UP,23.65145228,13.83545578,94.11764706,43.86818504,HP,0.258799172,43.86818504,0.258799172,43.86818504,22.06349211,UP,HP,UP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Ipomoea/Ipomoea capillacea_Run20200203_2020-08-17.html
Ipomoea cardiophylla,1C,Food,Roots and tubers,Ipomoea,Sweetpotato,0.8620689659999999,0.0,0.0,0.287356322,UP,13.15789474,18.33239535,100.0,43.8300967,HP,0.287356322,43.8300967,0.287356322,43.8300967,22.05872651,UP,HP,UP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Ipomoea/Ipomoea cardiophylla_Run20200203_2020-08-17.html
Ipomoea coccinea,1C,Food,Roots and tubers,Ipomoea,Sweetpotato,0.444839858,0.0,0.0,0.14827995300000002,UP,0.0,3.079051139,80.0,27.69301705,HP,0.14827995300000002,27.69301705,0.14827995300000002,27.69301705,13.9206485,UP,HP,UP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Ipomoea/Ipomoea coccinea_Run20200203_2020-08-17.html
Ipomoea cordatotriloba,1B,Food,Roots and tubers,Ipomoea,Sweetpotato,33.14606742,0.0,0.0,11.04868914,UP,0.0,5.810232033999998,90.0,31.93674401,HP,11.04868914,31.93674401,11.04868914,31.93674401,21.49271658,UP,HP,UP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Ipomoea/Ipomoea cordatotriloba_Run20200203_2020-08-18.html
Ipomoea cordatotriloba var. cordatotriloba,1B,Food,Roots and tubers,Ipomoea,Sweetpotato,0.093457944,0.0,0.0,0.031152648,UP,4.784688995,5.07730081,85.71428571,31.85875851,HP,0.031152648,31.85875851,0.031152648,31.85875851,15.94495558,UP,HP,UP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Ipomoea/Ipomoea cordatotriloba var. cordatotriloba_Run20200203_2020-08-17.html
Ipomoea cordatotriloba var. torreyana,1B,Food,Roots and tubers,Ipomoea,Sweetpotato,0.0,0.0,0.0,0.0,UP,0.0,4.309122169,62.5,22.26970739,UP,0.0,22.26970739,0.0,22.26970739,11.13485369,UP,UP,UP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Ipomoea/Ipomoea cordatotriloba var. torreyana_Run20200203_2020-08-17.html
Ipomoea costellata,1C,Food,Roots and tubers,Ipomoea,Sweetpotato,0.153374233,0.0,0.0,0.051124744000000014,UP,19.79565773,12.9467249,78.94736842,37.22991702,HP,0.051124744000000014,37.22991702,0.051124744000000014,37.22991702,18.64052088,UP,HP,UP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Ipomoea/Ipomoea costellata_Run20200203_2020-08-17.html
Ipomoea cristulata,1C,Food,Roots and tubers,Ipomoea,Sweetpotato,0.248962656,0.0,0.0,0.082987552,UP,22.27912932,12.46309618,100.0,44.91407517,HP,0.082987552,44.91407517,0.082987552,44.91407517,22.49853136,UP,HP,UP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Ipomoea/Ipomoea cristulata_Run20200203_2020-08-17.html
Ipomoea dumetorum,1C,Food,Roots and tubers,Ipomoea,Sweetpotato,16.49484536,0.0,0.0,5.498281787000001,UP,0.0,6.232479033,100.0,35.41082634,HP,5.498281787000001,35.41082634,5.498281787000001,35.41082634,20.45455407,UP,HP,UP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Ipomoea/Ipomoea dumetorum_Run20200203_2020-08-17.html
Ipomoea hederifolia,1C,Food,Roots and tubers,Ipomoea,Sweetpotato,2.537668517,0.0,0.0,0.8458895059999999,UP,7.352941176,2.647701856,71.42857143,27.14307149,HP,0.8458895059999999,27.14307149,0.8458895059999999,27.14307149,13.9944805,UP,HP,UP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Ipomoea/Ipomoea hederifolia_Run20200203_2020-08-17.html
Ipomoea imperati,1C,Food,Roots and tubers,Ipomoea,Sweetpotato,0.723327306,3.312401619,16.66666667,6.90079853,UP,9.433962264,21.46669211,91.66666667,40.85577368,HP,6.90079853,40.85577368,6.90079853,40.85577368,23.8782861,UP,HP,UP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Ipomoea/Ipomoea imperati_Run20200203_2020-08-17.html
Ipomoea indica,1C,Food,Roots and tubers,Ipomoea,Sweetpotato,0.956668542,0.0,0.0,0.318889514,UP,22.91666667,14.71426671,85.71428571,41.11507303,HP,0.318889514,41.11507303,0.318889514,41.11507303,20.71698127,UP,HP,UP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Ipomoea/Ipomoea indica_Run20200203_2020-08-17.html
Ipomoea lacunosa,1B,Food,Roots and tubers,Ipomoea,Sweetpotato,0.6181818179999999,0.111405409,15.38461538,5.3714008710000005,UP,2.857142857,4.338935635,100.0,35.73202616,HP,5.3714008710000005,35.73202616,5.3714008710000005,35.73202616,20.55171352,UP,HP,UP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Ipomoea/Ipomoea lacunosa_Run20200203_2020-08-17.html
Ipomoea leptophylla,1C,Food,Roots and tubers,Ipomoea,Sweetpotato,1.611047181,1.379103852,22.22222222,8.404124418,UP,1.809954751,1.233763391,88.88888889,30.64420234,HP,8.404124418,30.64420234,8.404124418,30.64420234,19.52416338,UP,HP,UP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Ipomoea/Ipomoea leptophylla_Run20200203_2020-08-17.html
Ipomoea leucantha,1B,Food,Roots and tubers,Ipomoea,Sweetpotato,11.56462585,0.0,0.0,3.854875283,UP,0.0,5.283064752,83.33333333,29.53879936,HP,3.854875283,29.53879936,3.854875283,29.53879936,16.69683732,UP,HP,UP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Ipomoea/Ipomoea leucantha_Run20200203_2020-08-17.html
Ipomoea lindheimeri,1C,Food,Roots and tubers,Ipomoea,Sweetpotato,2.473498233,0.0,0.0,0.8244994109999999,UP,21.15384615,5.689611214,85.71428571,37.51924769,HP,0.8244994109999999,37.51924769,0.8244994109999999,37.51924769,19.17187355,UP,HP,UP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Ipomoea/Ipomoea lindheimeri_Run20200203_2020-08-17.html
Ipomoea littoralis,1A,Food,Roots and tubers,Ipomoea,Sweetpotato,1.857585139,1.839499519,16.66666667,6.787917107999999,UP,0.0,3.738747064,33.33333333,12.35736013,UP,6.787917107999999,12.35736013,6.787917107999999,12.35736013,9.57263862,UP,UP,UP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Ipomoea/Ipomoea littoralis_Run20200203_2020-08-17.html
Ipomoea longifolia,1C,Food,Roots and tubers,Ipomoea,Sweetpotato,0.808625337,0.0,0.0,0.269541779,UP,24.43438914,9.663123595,100.0,44.69917091,HP,0.269541779,44.69917091,0.269541779,44.69917091,22.48435635,UP,HP,UP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Ipomoea/Ipomoea longifolia_Run20200203_2020-08-17.html
Ipomoea macrorhiza,1C,Food,Roots and tubers,Ipomoea,Sweetpotato,1.081081081,0.0,0.0,0.36036036,UP,0.0,4.861119207,100.0,34.9537064,HP,0.36036036,34.9537064,0.36036036,34.9537064,17.65703338,UP,HP,UP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Ipomoea/Ipomoea macrorhiza_Run20200203_2020-08-17.html
Ipomoea microdactyla,1C,Food,Roots and tubers,Ipomoea,Sweetpotato,3.96039604,0.0,0.0,1.320132013,UP,100.0,,,100.0,LP,1.320132013,100.0,1.320132013,100.0,50.66006601,UP,LP,MP,Critically Endangered (CR),Critically Endangered (CR),Critically Endangered (CR),./compiledSummaryDocs/Ipomoea/Ipomoea microdactyla_Run20200203_2020-08-17.html
Ipomoea pandurata,1C,Food,Roots and tubers,Ipomoea,Sweetpotato,0.368437212,0.0,0.0,0.122812404,UP,5.927342256,3.35671808,100.0,36.42802011,HP,0.122812404,36.42802011,0.122812404,36.42802011,18.27541626,UP,HP,UP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Ipomoea/Ipomoea pandurata_Run20200203_2020-08-17.html
Ipomoea pes-caprae,1C,Food,Roots and tubers,Ipomoea,Sweetpotato,1.404682274,0.83647874,7.692307692000001,3.311156235,UP,4.545454545,33.91275457,92.30769231,43.58863381,HP,3.311156235,43.58863381,3.311156235,43.58863381,23.44989502,UP,HP,UP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Ipomoea/Ipomoea pes-caprae_Run20200203_2020-08-17.html
Ipomoea plummerae,1C,Food,Roots and tubers,Ipomoea,Sweetpotato,0.239808153,0.0,0.0,0.079936051,UP,21.2962963,15.34633276,80.0,38.88087635,HP,0.079936051,38.88087635,0.079936051,38.88087635,19.4804062,UP,HP,UP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Ipomoea/Ipomoea plummerae_Run20200203_2020-08-17.html
Ipomoea pubescens,1C,Food,Roots and tubers,Ipomoea,Sweetpotato,1.03626943,0.0,0.0,0.345423143,UP,25.0,16.63923082,85.71428571,42.45117218,HP,0.345423143,42.45117218,0.345423143,42.45117218,21.39829766,UP,HP,UP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Ipomoea/Ipomoea pubescens_Run20200203_2020-08-17.html
Ipomoea sagittata,1C,Food,Roots and tubers,Ipomoea,Sweetpotato,0.59347181,0.0,0.0,0.197823937,UP,12.04819277,11.17072631,87.5,36.90630636,HP,0.197823937,36.90630636,0.197823937,36.90630636,18.55206515,UP,HP,UP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Ipomoea/Ipomoea sagittata_Run20200203_2020-08-17.html
Ipomoea tenuissima,1B,Food,Roots and tubers,Ipomoea,Sweetpotato,1.149425287,0.0,0.0,0.3831417620000001,UP,0.0,46.84096872,33.33333333,26.72476735,HP,0.3831417620000001,26.72476735,0.3831417620000001,26.72476735,13.55395456,UP,HP,UP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Ipomoea/Ipomoea tenuissima_Run20200203_2020-08-17.html
Ipomoea ternifolia,1C,Food,Roots and tubers,Ipomoea,Sweetpotato,1.716738197,0.0,0.0,0.572246066,UP,13.27433628,9.524964667999999,87.5,36.76643365,HP,0.572246066,36.76643365,0.572246066,36.76643365,18.66933986,UP,HP,UP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Ipomoea/Ipomoea ternifolia_Run20200203_2020-08-18.html
Ipomoea ternifolia var. leptotoma,1C,Food,Roots and tubers,Ipomoea,Sweetpotato,1.75879397,7.006074553,25.0,11.25495617,UP,17.87234043,7.702978254,87.5,37.69177289,HP,11.25495617,37.69177289,11.25495617,37.69177289,24.47336453,UP,HP,UP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Ipomoea/Ipomoea ternifolia var. leptotoma_Run20200203_2020-08-17.html
Ipomoea thurberi,1C,Food,Roots and tubers,Ipomoea,Sweetpotato,0.0,0.0,0.0,0.0,UP,11.29032258,13.03497192,75.0,33.1084315,HP,0.0,33.1084315,0.0,33.1084315,16.55421575,UP,HP,UP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Ipomoea/Ipomoea thurberi_Run20200203_2020-08-17.html
